,나이,성별,건성,지성,모름,건조함,과잉피지,여드름,좁쌀,홍조&예민,복합성,기미&잡티,미백앰플,수분라이트,수분앰플,쑥앰플,진정앰플
1082,5.0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0
1083,3.0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
1084,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1085,4.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1086,2.0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1087,3.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1088,3.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1089,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1090,4.0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1
1091,4.0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1
1092,2.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1093,3.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
1094,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1095,2.0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
1096,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1097,3.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1098,1.0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1
1099,4.0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
1100,4.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
1101,3.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
1102,5.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1103,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1104,4.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
1105,3.0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
1106,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1107,8.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1108,2.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1109,5.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1110,5.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1111,8.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1112,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1113,4.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1114,4.0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
1115,8.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1116,4.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
1117,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1118,2.0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1
1119,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1120,3.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1121,3.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1122,2.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1123,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1124,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1125,4.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
1126,2.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
1127,3.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1128,5.0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
1129,2.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1130,3.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
1131,2.0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
1132,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1133,2.0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1
1134,2.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1135,8.0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
1136,4.0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1
1137,2.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1138,5.0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
1139,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1140,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1141,2.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1142,4.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1143,2.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
1144,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1145,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1146,2.0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1
1147,6.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1148,5.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1149,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1150,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1151,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1152,4.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1153,4.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1154,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1155,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1156,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1157,6.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1158,2.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1159,2.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
1160,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1161,4.0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
1162,4.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
1163,4.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
1164,6.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
1165,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1166,3.0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1167,4.0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
1168,8.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1169,4.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
1170,4.0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0
1171,2.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1172,5.0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1
1173,2.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1174,5.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1175,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1176,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1177,4.0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
1178,7.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1179,3.0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0
1180,2.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1181,2.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1182,3.0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0
1183,2.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
1184,8.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1185,8.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1186,4.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
1187,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1188,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1189,5.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1190,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1191,5.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1192,2.0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
1193,4.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1194,2.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1195,2.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
1196,2.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1197,5.0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
1198,4.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1199,5.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
1200,4.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
1201,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1202,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1203,2.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
1204,2.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1205,4.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1206,8.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1207,1.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
1208,4.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
1209,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1210,4.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
1211,1.0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
1212,3.0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
1213,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1214,6.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1215,2.0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1
1216,4.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1217,4.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
1218,5.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
1219,3.0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
1220,3.0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1221,3.0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0
1222,5.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1223,6.0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1
1224,4.0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
1225,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1226,7.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1227,3.0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
1228,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1229,2.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1230,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1231,5.0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
1232,3.0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0
1233,2.0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0
1234,2.0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1
1235,4.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1236,6.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1237,2.0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
1238,5.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1239,4.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
1240,3.0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1
1241,2.0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0
1242,2.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
1243,3.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1244,3.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1245,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1246,3.0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1
1247,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1248,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1249,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1250,3.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
1251,3.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1252,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1253,5.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1254,5.0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0
1255,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1256,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1257,7.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1258,6.0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0
1259,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1260,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1261,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
1262,0.0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
1263,8.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1264,4.0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
1265,4.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1266,8.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1267,6.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
1268,4.0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
1269,4.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1270,6.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1271,7.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1272,1.0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0
1273,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1274,2.0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
1275,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1276,4.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
1277,4.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1278,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1279,6.0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0
1280,5.0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
1281,2.0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1
1282,7.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
1283,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1284,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1285,5.0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
1286,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1287,4.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
1288,2.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1289,4.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1290,5.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1291,1.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
1292,6.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1293,8.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1294,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1295,1.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
1296,6.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1297,3.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
1298,4.0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1
1299,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1300,3.0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1
1301,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1302,4.0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1
1303,4.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1304,4.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1305,3.0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1
1306,8.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1307,4.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1308,2.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1309,3.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1310,5.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1311,3.0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1
1312,1.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1313,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1314,3.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
1315,4.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1316,6.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1317,4.0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
1318,5.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1319,5.0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1
1320,2.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1321,5.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1322,2.0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1
1323,3.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1324,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1325,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1326,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1327,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1328,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1329,2.0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0
1330,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1331,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1332,4.0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
1333,4.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1334,3.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1335,5.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1336,4.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
1337,4.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
1338,4.0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
1339,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1340,8.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
1341,2.0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1
1342,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1343,5.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1344,6.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1345,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1346,6.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1347,5.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1348,4.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1349,5.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1350,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1351,4.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
1352,2.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1353,4.0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1
1354,8.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1355,4.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
1356,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1357,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1358,5.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1359,4.0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
1360,2.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1361,8.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1362,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1363,3.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1364,3.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1365,5.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1366,5.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1367,5.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1368,3.0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1369,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1370,4.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
1371,2.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1372,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1373,3.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1374,4.0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
1375,3.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
1376,3.0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
1377,3.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1378,3.0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0
1379,5.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
1380,2.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
1381,2.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1382,2.0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1
1383,3.0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
1384,2.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
1385,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1386,2.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
1387,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1388,2.0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1
1389,2.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1390,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1391,3.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1392,3.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
1393,3.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1394,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1395,8.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1396,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1397,4.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1398,2.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1399,5.0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
1400,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1401,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1402,4.0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0
1403,6.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1404,8.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1405,4.0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
1406,4.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
1407,3.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1408,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1409,3.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1410,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1411,3.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0
1412,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1413,2.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1414,5.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1415,2.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
1416,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1417,5.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1418,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1419,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1420,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1421,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1422,4.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1423,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1424,3.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
1425,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1426,3.0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0
1427,3.0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
1428,3.0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
1429,4.0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1
1430,3.0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1
1431,3.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1432,8.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1433,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1434,8.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
1435,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1436,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1437,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
