,reviews,starpoint,date
71,앰플 한달 써봤는데 너무 좋아요 발림성등등 좋네요 얼굴에 광도 많이 나고 앞으로 계속 이제품만 사용할께요 미스트 써보고 좋아어 앰플도 사용했는데 좋아요 차앤박 굿입니다 잘받았습니다 번창하세요,100점,2020.12.04
72,샘플다쓰고 본품을사용한지 얼마안됩니다~ 그정도로 샘플을 너무 많이 줘서 너무 좋았다는~ 무거운질감인데 흡수력이 뛰어나요~ 나이트 케어로 좋습니다! 바쁜 아침시간에는 화장이 밀려날수있습니다,100점,2020.03.23
73,부드럽게 잘 발리고 점성이 살짝 있어요. 발랐을 때 흡수 잘되고 얼굴에서 윤기 나요. 끈적임은 살짝 있어요. 건성은 살짝 건조할 수도 있습니다.,100점,2020.04.11
74,늘 구매하는 제품이라서 고민없이 구매했어요. 타 사이트보다 저렴한 가격에 사은품도 많이 주셔서 계속 여기서 구매중이네요. 용기가 스포이드 형이라서 깔끔하게 사용가능한 점이 좋아요.,100점,2020.10.14
75,처음 쓸땐 넘 좋아서 여기서 2개나 삿는데 왠지 양도 좀 적어보이고 물고?... 기분탓인가 좋다는 느낌도 그닥인데 어찌된건지 ㅠㅠ2개나 삿는데...... 다쓰면 다시 공식몰에서 사보면 확실한 차이를 알게될듯,60점,2020.06.25
76,"생산한지 1년도 훨씬 넘은 거 보내주고, 상품 안에 본품에 지문도 가득 묻어있어요. 무엇보다 상품에 ？내가 진동해요. 교환도 엄청 까다롭고 스트레스로 두통왔어요. 절대로 사지마세요. 절대 사지마세요.",20점,2020.03.13
77,전에 노니앰플 썼었는데 좋은지 모르겠어서 유목생활 하던 차에 지인이 추천해줘서 차앤박 앰플 엄마거랑 두개 샀는데 괜찮네요 !! 또 행사했음 좋겠어요ㅎㅎ그땐 각자 두개씩 쟁여놓으려구여!,100점,2020.05.04
78,작년부터 사용하고 있는 앰플이에요 저는 너무 잘 맞고 좋아요^^ 트러블안생기고 기름지지않고 보습되고 촉촉한 느낌이고요! 샘플이랑 많이 주셨네용^^,100점,2020.11.16
79,겨울에 얼굴 건조할때 자기전에 바르고 자요 앰플이랑 크림섞어서 바르면 그 다음날 피부가 촉촉하니 좋아요,100점,2021.01.26
80,뭔가 사고 샘플지를 받아 써본후 좋아 본품을 세트로 냉큼 사게 됐어요 쫀쫀하면서도 편안한 느낌이 참 좋네요 아직 안 뜯은 미스트 꼬마병도 기대됩니다 보니 엘지생건이네요 제품 괜찮네요,100점,2021.01.19
81,건성이여서 그런지 엄청 금방 흡수 되네요ㅎㅎ 좋다고 그래서 산건데 그냥 보통 앰플같아요. 냄새는 프로폴리스 그 자체라 냄새에 조금 민감하신분들은 참고 하세요~,100점,2020.02.29
82,차앤박 앰플 좋다는 얘기는 많이 들었는데 직접 써보니 촉촉하고 좋네요. 아직 며칠 안돼서 효과가 확 드러난다고는 못해도 계속 쓰면 꽤 효과가 있을듯요.,80점,2019.04.22
83,엠플 유목민이었는데 좋다는 다른 제품들 써봤지만 별로 더라구요 그러다 정착한 제품! ㅎㅎ 발림성도 좋고 피부가 나아지는게 눈으로 보여요ㅎㅎ 벌써 두병째 르고 있습니다,100점,2020.06.18
84,"믿을만한 쇼핑몰에서는 용량 대비 이마트가 제일 저렴했어요 (물론 개인 운영인지 다른 저렴한곳 있었지만, 말도 안되게 저렴한게 믿을수가 없네요)",100점,2020.12.14
85,"믿을만한 쇼핑몰에서는 용량 대비 이마트가 제일 저렴했어요 (물론 개인 운영인지 다른 저렴한곳 있었지만, 말도 안되게 저렴한게 믿을수가 없네요)",100점,2020.12.14
86,배송 빨라서 좋아요. 필요했는데 딱 맞춰서 도착했어요. 잘맞는분들이 쓰면 괜찮은것 같은데 후기처럼 피부결 엄청 좋아졌다는건 2통째 쓰는데 전혀 못느낍니다. 그냥 유명해서 쓰고 있어요.,100점,2019.05.06
